,skill force,coin count,coin force,coin probability,skill force_foreign,coin count_foreign,coin force_foreign,coin probability_foreign,win rate
136,3,1,7,0.1485148514851485,3,1,7,0.3564356435643564,0.3
137,3,1,7,0.801980198019802,3,1,7,0.3564356435643564,1.0
138,3,1,7,0.6435643564356436,3,1,7,0.8712871287128713,0.1
139,3,1,7,0.8811881188118812,3,1,7,0.46534653465346537,1.0
140,3,1,7,0.38613861386138615,3,1,7,0.1782178217821782,0.9
141,3,1,7,0.5742574257425742,3,1,7,0.5544554455445545,0.4
142,3,1,7,0.3564356435643564,3,1,7,0.8217821782178218,0.4
143,3,1,7,0.1782178217821782,3,1,7,0.2871287128712871,0.3
144,3,1,7,0.9207920792079208,3,1,7,0.18811881188118812,1.0
145,3,1,7,0.7425742574257426,3,1,7,0.49504950495049505,0.9
146,3,1,7,0.42574257425742573,3,1,7,0.900990099009901,0.0
147,3,1,7,0.7821782178217822,3,1,7,0.31683168316831684,1.0
148,3,1,7,0.039603960396039604,3,1,7,0.9702970297029703,0.0
149,3,1,7,0.15841584158415842,3,1,7,0.21782178217821782,0.4
150,3,1,7,0.801980198019802,3,1,7,0.45544554455445546,0.9
151,3,1,7,0.7227722772277227,3,1,7,0.2871287128712871,1.0
152,3,1,7,0.7524752475247525,3,1,7,0.6237623762376238,0.4
153,3,1,7,0.0891089108910891,3,1,7,0.46534653465346537,0.2
154,3,1,7,0.9603960396039604,3,1,7,0.3069306930693069,0.9
155,3,1,7,0.5841584158415841,3,1,7,0.7128712871287128,0.4
156,3,1,7,0.9306930693069307,3,1,7,0.48514851485148514,0.9
157,3,1,7,0.8316831683168316,3,1,7,0.13861386138613863,1.0
158,3,1,7,0.7722772277227723,3,1,7,0.9900990099009901,0.0
159,3,1,7,0.7425742574257426,3,1,7,0.5841584158415841,0.4
160,3,1,7,0.7227722772277227,3,1,7,0.8415841584158416,0.4
161,3,1,7,0.7425742574257426,3,1,7,0.8415841584158416,0.1
162,3,1,7,0.9603960396039604,3,1,7,0.31683168316831684,1.0
163,3,1,7,0.8217821782178218,3,1,7,0.7821782178217822,0.6
164,3,1,7,0.8415841584158416,3,1,7,0.06930693069306931,0.9
165,3,1,7,0.27722772277227725,3,1,7,0.9108910891089109,0.1
166,3,1,7,0.2079207920792079,3,1,7,0.0891089108910891,0.8
167,3,1,7,0.9405940594059407,3,1,7,0.33663366336633666,1.0
168,3,1,7,0.3564356435643564,3,1,7,0.7425742574257426,0.2
169,3,1,7,0.9801980198019802,3,1,7,0.37623762376237624,1.0
170,3,1,7,0.8415841584158416,3,1,7,0.32673267326732675,1.0
171,3,1,7,0.6138613861386139,3,1,7,0.6039603960396039,0.6
172,3,1,7,0.31683168316831684,3,1,7,0.5643564356435644,0.2
173,3,1,7,0.2376237623762376,3,1,7,0.6930693069306931,0.1
174,3,1,7,0.7227722772277227,3,1,7,0.42574257425742573,1.0
175,3,1,7,0.6930693069306931,3,1,7,0.24752475247524752,0.9
176,3,1,7,0.6534653465346535,3,1,7,0.16831683168316833,0.9
177,3,1,7,0.07920792079207921,3,1,7,0.09900990099009901,0.4
178,3,1,7,0.9504950495049505,3,1,7,0.8217821782178218,0.7
179,3,1,7,0.2871287128712871,3,1,7,0.12871287128712872,0.6
180,3,1,7,0.2871287128712871,3,1,7,0.504950495049505,0.3
181,3,1,7,0.19801980198019803,3,1,7,0.5544554455445545,0.0
182,3,1,7,0.6930693069306931,3,1,7,0.9900990099009901,0.0
183,3,1,7,0.7920792079207921,3,1,7,0.8415841584158416,0.3
184,3,1,7,0.6336633663366337,3,1,7,0.8514851485148515,0.2
185,3,1,7,0.5346534653465347,3,1,7,0.6435643564356436,0.2
186,3,1,7,0.4158415841584158,3,1,7,0.10891089108910891,1.0
187,3,1,7,0.1188118811881188,3,1,7,0.0297029702970297,1.0
188,3,1,7,0.37623762376237624,3,1,7,0.7128712871287128,0.0
189,3,1,7,0.9504950495049505,3,1,7,0.801980198019802,1.0
190,3,1,7,0.13861386138613863,3,1,7,0.7128712871287128,0.0
191,3,1,7,0.900990099009901,3,1,7,0.6237623762376238,1.0
192,3,1,7,0.6732673267326733,3,1,7,0.9603960396039604,0.0
193,3,1,7,0.26732673267326734,3,1,7,0.039603960396039604,1.0
194,3,1,7,0.27722772277227725,3,1,7,0.45544554455445546,0.3
195,3,1,7,0.10891089108910891,3,1,7,0.8316831683168316,0.0
196,3,1,7,0.2376237623762376,3,1,7,0.18811881188118812,0.6
197,3,1,7,0.1188118811881188,3,1,7,0.7920792079207921,0.0
198,3,1,7,0.4752475247524752,3,1,7,0.37623762376237624,0.4
199,3,1,7,0.04950495049504951,3,1,7,0.5742574257425742,0.1
200,3,1,7,0.8514851485148515,3,1,7,0.9900990099009901,0.0
201,3,1,7,0.2079207920792079,3,1,7,0.39603960396039606,0.2
202,3,1,7,0.6732673267326733,3,1,7,0.09900990099009901,1.0
203,3,1,7,0.9405940594059407,3,1,7,0.5742574257425742,0.9
204,3,1,7,0.04950495049504951,3,1,7,0.3564356435643564,0.0
205,3,1,7,0.9405940594059407,3,1,7,0.5742574257425742,0.9
206,3,1,7,0.36633663366336633,3,1,7,0.8811881188118812,0.1
207,3,1,7,0.36633663366336633,3,1,7,0.5841584158415841,0.2
208,3,1,7,0.6633663366336634,3,1,7,0.8712871287128713,0.3
209,3,1,7,0.16831683168316833,3,1,7,0.5544554455445545,0.0
210,3,1,7,0.24752475247524752,3,1,7,0.7821782178217822,0.2
211,3,1,7,0.9405940594059407,3,1,7,0.5148514851485149,1.0
212,3,1,7,0.40594059405940597,3,1,7,0.15841584158415842,0.6
213,3,1,7,0.38613861386138615,3,1,7,0.6336633663366337,0.2
214,3,1,7,0.9504950495049505,3,1,7,0.5742574257425742,0.8
215,3,1,7,0.7920792079207921,3,1,7,0.9405940594059407,0.2
216,3,1,7,0.9504950495049505,3,1,7,0.5445544554455446,1.0
217,3,1,7,0.31683168316831684,3,1,7,0.2871287128712871,0.2
218,3,1,7,0.21782178217821782,3,1,7,0.9306930693069307,0.0
219,3,1,7,0.8514851485148515,3,1,7,0.8217821782178218,0.4
220,3,1,7,0.1782178217821782,3,1,7,0.34653465346534656,0.2
221,3,1,7,0.26732673267326734,3,1,7,0.5148514851485149,0.2
222,3,1,7,0.900990099009901,3,1,7,0.5148514851485149,0.8
223,3,1,7,0.1782178217821782,3,1,7,0.039603960396039604,0.7
224,3,1,7,0.2079207920792079,3,1,7,0.5445544554455446,0.2
225,3,1,7,0.18811881188118812,3,1,7,0.2079207920792079,0.5
226,3,1,7,0.6138613861386139,3,1,7,0.0891089108910891,1.0
227,3,1,7,0.9504950495049505,3,1,7,0.5742574257425742,0.8
228,3,1,7,0.9405940594059407,3,1,7,0.5148514851485149,1.0
229,3,1,7,0.10891089108910891,3,1,7,0.297029702970297,0.3
230,3,1,7,0.5742574257425742,3,1,7,0.32673267326732675,0.7
231,3,1,7,0.48514851485148514,3,1,7,0.6633663366336634,0.5
232,3,1,7,0.37623762376237624,3,1,7,0.38613861386138615,0.2
233,3,1,7,0.16831683168316833,3,1,7,0.6237623762376238,0.0
234,3,1,7,0.4158415841584158,3,1,7,0.6237623762376238,0.3
235,3,1,7,0.7524752475247525,3,1,7,0.9207920792079208,0.4
236,3,1,7,0.6336633663366337,3,1,7,0.43564356435643564,0.6
237,3,1,7,0.900990099009901,3,1,7,0.0297029702970297,1.0
238,3,1,7,0.7722772277227723,3,1,7,0.8514851485148515,0.5
239,3,1,7,0.8316831683168316,3,1,7,0.04950495049504951,1.0
240,3,1,7,0.594059405940594,3,1,7,0.1485148514851485,0.9
241,3,1,7,0.7920792079207921,3,1,7,0.9405940594059407,0.2
242,3,1,7,0.9405940594059407,3,1,7,0.5148514851485149,1.0
243,3,1,7,0.0594059405940594,3,1,7,0.6831683168316832,0.1
244,3,1,7,0.9108910891089109,3,1,7,0.45544554455445546,0.9
245,3,1,7,0.0297029702970297,3,1,7,0.5643564356435644,0.0
246,3,1,7,0.5148514851485149,3,1,7,0.594059405940594,0.5
247,3,1,7,0.900990099009901,3,1,7,0.36633663366336633,0.9
248,3,1,7,0.9801980198019802,3,1,7,0.7524752475247525,0.9
249,3,1,7,0.40594059405940597,3,1,7,0.15841584158415842,0.6
250,3,1,7,0.039603960396039604,3,1,7,0.44554455445544555,0.0
251,3,1,7,0.10891089108910891,3,1,7,0.8910891089108911,0.1
252,3,1,7,0.38613861386138615,3,1,7,0.0297029702970297,1.0
253,3,1,7,0.6534653465346535,3,1,7,0.9306930693069307,0.0
254,3,1,7,0.019801980198019802,3,1,7,0.7623762376237624,0.0
255,3,1,7,0.1188118811881188,3,1,7,0.0594059405940594,0.7
256,3,1,7,0.31683168316831684,3,1,7,0.24752475247524752,0.7
257,3,1,7,0.900990099009901,3,1,7,0.8910891089108911,0.7
258,3,1,7,0.9405940594059407,3,1,7,0.1485148514851485,1.0
259,3,1,7,0.9207920792079208,3,1,7,0.22772277227722773,1.0
260,3,1,7,0.19801980198019803,3,1,7,0.6138613861386139,0.2
261,3,1,7,0.5148514851485149,3,1,7,0.27722772277227725,0.8
262,3,1,7,0.39603960396039606,3,1,7,0.801980198019802,0.0
263,3,1,7,0.7821782178217822,3,1,7,0.6732673267326733,0.6
264,3,1,7,0.6930693069306931,3,1,7,0.09900990099009901,0.9
265,3,1,7,0.0594059405940594,3,1,7,0.16831683168316833,0.2
266,3,1,7,0.0594059405940594,3,1,7,0.8514851485148515,0.0
267,3,1,7,0.2079207920792079,3,1,7,0.9702970297029703,0.0
268,3,1,7,0.13861386138613863,3,1,7,0.0594059405940594,0.7
269,3,1,7,0.04950495049504951,3,1,7,0.8613861386138614,0.0
270,3,1,7,0.1782178217821782,3,1,7,0.9801980198019802,0.0
271,3,1,7,0.5346534653465347,3,1,7,0.9405940594059407,0.0
272,3,1,7,0.9405940594059407,3,1,7,0.43564356435643564,1.0
273,3,1,7,0.9504950495049505,3,1,7,0.5544554455445545,0.9
274,3,1,7,0.7524752475247525,3,1,7,0.7524752475247525,0.4
275,3,1,7,0.9306930693069307,3,1,7,0.2079207920792079,1.0
276,3,1,7,0.3069306930693069,3,1,7,0.49504950495049505,0.2
277,3,1,7,0.13861386138613863,3,1,7,0.18811881188118812,0.4
278,3,1,7,0.33663366336633666,3,1,7,0.38613861386138615,0.6
279,3,1,7,0.900990099009901,3,1,7,0.297029702970297,0.9
280,3,1,7,0.7425742574257426,3,1,7,0.37623762376237624,1.0
281,3,1,7,0.5643564356435644,3,1,7,0.9504950495049505,0.0
282,3,1,7,0.34653465346534656,3,1,7,0.34653465346534656,0.5
283,3,1,7,0.6534653465346535,3,1,7,0.8118811881188119,0.1
284,3,1,7,0.34653465346534656,3,1,7,0.5346534653465347,0.1
285,3,1,7,0.15841584158415842,3,1,7,0.9306930693069307,0.0
286,3,1,7,0.9900990099009901,3,1,7,0.5643564356435644,1.0
287,3,1,7,0.9405940594059407,3,1,7,0.4158415841584158,1.0
288,3,1,7,0.6039603960396039,3,1,7,0.0594059405940594,1.0
289,3,1,7,0.8712871287128713,3,1,7,0.7821782178217822,0.5
290,3,1,7,0.6237623762376238,3,1,7,0.9306930693069307,0.0
291,3,1,7,0.6138613861386139,3,1,7,0.7623762376237624,0.3
292,3,1,7,0.6039603960396039,3,1,7,0.4158415841584158,0.7
293,3,1,7,0.504950495049505,3,1,7,0.07920792079207921,0.8
294,3,1,7,0.32673267326732675,3,1,7,0.09900990099009901,0.6
295,3,1,7,0.2376237623762376,3,1,7,0.43564356435643564,0.1
296,3,1,7,0.6534653465346535,3,1,7,0.6534653465346535,0.4
297,3,1,7,0.9108910891089109,3,1,7,0.2079207920792079,1.0
298,3,1,7,0.10891089108910891,3,1,7,0.10891089108910891,0.6
299,3,1,7,0.34653465346534656,3,1,7,0.8712871287128713,0.2
0,3,1,7,0.49504950495049505,4,2,4,0.8415841584158416,0.0
1,3,1,7,0.06930693069306931,4,2,4,0.46534653465346537,0.0
2,3,1,7,0.6633663366336634,4,2,4,0.6336633663366337,0.2
3,3,1,7,0.039603960396039604,4,2,4,0.37623762376237624,0.0
4,3,1,7,0.7722772277227723,4,2,4,0.4158415841584158,0.5
5,3,1,7,0.9900990099009901,4,2,4,0.0297029702970297,1.0
6,3,1,7,0.13861386138613863,4,2,4,0.7227722772277227,0.0
7,3,1,7,0.297029702970297,4,2,4,0.39603960396039606,0.0
8,3,1,7,0.44554455445544555,4,2,4,0.6732673267326733,0.1
9,3,1,7,0.4752475247524752,4,2,4,0.33663366336633666,0.2
10,3,1,7,0.8613861386138614,4,2,4,0.019801980198019802,0.8
11,3,1,7,0.09900990099009901,4,2,4,0.15841584158415842,0.1
12,3,1,7,0.8415841584158416,4,2,4,0.33663366336633666,0.6
13,3,1,7,0.8415841584158416,4,2,4,0.42574257425742573,0.6
14,3,1,7,0.34653465346534656,4,2,4,0.7821782178217822,0.0
15,3,1,7,0.0891089108910891,4,2,4,0.5346534653465347,0.0
16,3,1,7,0.49504950495049505,4,2,4,0.7722772277227723,0.2
17,3,1,7,0.9702970297029703,4,2,4,0.6435643564356436,0.5
18,3,1,7,0.6732673267326733,4,2,4,0.6039603960396039,0.1
19,3,1,7,0.5643564356435644,4,2,4,0.6336633663366337,0.0
20,3,1,7,0.26732673267326734,4,2,4,0.9603960396039604,0.0
21,3,1,7,0.594059405940594,4,2,4,0.39603960396039606,0.1
22,3,1,7,0.7227722772277227,4,2,4,0.7920792079207921,0.3
23,3,1,7,0.24752475247524752,4,2,4,0.801980198019802,0.0
24,3,1,7,0.7227722772277227,4,2,4,0.9405940594059407,0.0
25,3,1,7,0.5148514851485149,4,2,4,0.5346534653465347,0.3
26,3,1,7,0.34653465346534656,4,2,4,0.3069306930693069,0.1
27,3,1,7,0.8514851485148515,4,2,4,0.5247524752475248,0.4
28,3,1,7,0.5742574257425742,4,2,4,0.9207920792079208,0.0
29,3,1,7,0.7524752475247525,4,2,4,0.25742574257425743,0.6
30,3,1,7,0.019801980198019802,4,2,4,0.42574257425742573,0.0
31,3,1,7,0.06930693069306931,4,2,4,0.7623762376237624,0.0
32,3,1,7,0.9504950495049505,4,2,4,0.6930693069306931,0.6
33,3,1,7,0.27722772277227725,4,2,4,0.2376237623762376,0.1
34,3,1,7,0.7128712871287128,4,2,4,0.04950495049504951,0.5
35,3,1,7,0.09900990099009901,4,2,4,0.7425742574257426,0.0
36,3,1,7,0.7524752475247525,4,2,4,0.18811881188118812,0.6
37,3,1,7,0.34653465346534656,4,2,4,0.22772277227722773,0.0
38,3,1,7,0.7920792079207921,4,2,4,0.9405940594059407,0.1
39,3,1,7,0.7524752475247525,4,2,4,0.13861386138613863,0.8
40,3,1,7,0.36633663366336633,4,2,4,0.5742574257425742,0.1
41,3,1,7,0.9405940594059407,4,2,4,0.7821782178217822,0.4
42,3,1,7,0.6930693069306931,4,2,4,0.49504950495049505,0.4
43,3,1,7,0.8514851485148515,4,2,4,0.8514851485148515,0.1
44,3,1,7,0.9702970297029703,4,2,4,0.06930693069306931,0.8
45,3,1,7,0.07920792079207921,4,2,4,0.7821782178217822,0.0
46,3,1,7,0.039603960396039604,4,2,4,0.8118811881188119,0.0
47,3,1,7,0.6237623762376238,4,2,4,0.6930693069306931,0.1
48,3,1,7,0.10891089108910891,4,2,4,0.44554455445544555,0.0
49,3,1,7,0.48514851485148514,4,2,4,0.1782178217821782,0.3
50,3,1,7,0.8811881188118812,4,2,4,0.1782178217821782,0.7
51,3,1,7,0.15841584158415842,4,2,4,0.0891089108910891,0.0
52,3,1,7,0.5346534653465347,4,2,4,0.7128712871287128,0.2
53,3,1,7,0.019801980198019802,4,2,4,0.900990099009901,0.0
54,3,1,7,0.6138613861386139,4,2,4,0.7128712871287128,0.2
55,3,1,7,0.5346534653465347,4,2,4,0.24752475247524752,0.2
56,3,1,7,0.8613861386138614,4,2,4,0.48514851485148514,0.6
57,3,1,7,0.24752475247524752,4,2,4,0.1485148514851485,0.0
58,3,1,7,0.8712871287128713,4,2,4,0.1188118811881188,0.5
59,3,1,7,0.7821782178217822,4,2,4,0.6039603960396039,0.5
60,3,1,7,0.04950495049504951,4,2,4,0.4752475247524752,0.0
61,3,1,7,0.44554455445544555,4,2,4,0.33663366336633666,0.2
62,3,1,7,0.26732673267326734,4,2,4,0.1485148514851485,0.0
63,3,1,7,0.7623762376237624,4,2,4,0.10891089108910891,0.4
64,3,1,7,0.8217821782178218,4,2,4,0.12871287128712872,0.8
65,3,1,7,0.6534653465346535,4,2,4,0.2079207920792079,0.3
66,3,1,7,0.9900990099009901,4,2,4,0.0891089108910891,1.0
67,3,1,7,0.3564356435643564,4,2,4,0.36633663366336633,0.1
68,3,1,7,0.21782178217821782,4,2,4,0.0891089108910891,0.0
69,3,1,7,0.6732673267326733,4,2,4,0.40594059405940597,0.3
70,3,1,7,0.5148514851485149,4,2,4,0.6633663366336634,0.0
71,3,1,7,0.3069306930693069,4,2,4,0.5544554455445545,0.0
72,3,1,7,0.6039603960396039,4,2,4,0.7524752475247525,0.0
73,3,1,7,0.2079207920792079,4,2,4,0.297029702970297,0.0
74,3,1,7,0.06930693069306931,4,2,4,0.5346534653465347,0.0
75,3,1,7,0.34653465346534656,4,2,4,0.6633663366336634,0.1
76,3,1,7,0.31683168316831684,4,2,4,0.8712871287128713,0.0
77,3,1,7,0.9702970297029703,4,2,4,0.2376237623762376,0.9
78,3,1,7,0.9603960396039604,4,2,4,0.3564356435643564,0.8
79,3,1,7,0.13861386138613863,4,2,4,0.9900990099009901,0.0
80,3,1,7,0.9603960396039604,4,2,4,0.8118811881188119,0.3
81,3,1,7,0.21782178217821782,4,2,4,0.5643564356435644,0.0
82,3,1,7,0.6138613861386139,4,2,4,0.0594059405940594,0.1
83,3,1,7,0.2871287128712871,4,2,4,0.9207920792079208,0.0
84,3,1,7,0.8415841584158416,4,2,4,0.4158415841584158,0.6
85,3,1,7,0.5148514851485149,4,2,4,0.6633663366336634,0.0
